,Sales,Date,Region
1703,1521.0,2020-08-09,west
1704,1545.0,2020-08-10,north
1705,1722.0,2020-08-10,south
1706,1647.0,2020-08-10,east
1707,1530.0,2020-08-10,west
1708,1632.0,2020-08-11,north
1709,1620.0,2020-08-11,south
1710,1551.0,2020-08-11,east
1711,1557.0,2020-08-11,west
1712,1737.0,2020-08-12,north
1713,1749.0,2020-08-12,south
1714,1704.0,2020-08-12,east
1715,1671.0,2020-08-12,west
1716,1500.0,2020-08-13,north
1717,1500.0,2020-08-13,south
1718,1701.0,2020-08-13,east
1719,1785.0,2020-08-13,west
1720,1542.0,2020-08-14,north
1721,1791.0,2020-08-14,south
1722,1716.0,2020-08-14,east
1723,1665.0,2020-08-14,west
1724,1740.0,2020-08-15,north
1725,1632.0,2020-08-15,south
1726,1560.0,2020-08-15,east
1727,1689.0,2020-08-15,west
1728,1749.0,2020-08-16,north
1729,1605.0,2020-08-16,south
1730,1629.0,2020-08-16,east
1731,1728.0,2020-08-16,west
1732,1554.0,2020-08-17,north
1733,1629.0,2020-08-17,south
1734,1698.0,2020-08-17,east
1735,1635.0,2020-08-17,west
1736,1761.0,2020-08-18,north
1737,1566.0,2020-08-18,south
1738,1692.0,2020-08-18,east
1739,1563.0,2020-08-18,west
1740,1662.0,2020-08-19,north
1741,1635.0,2020-08-19,south
1742,1674.0,2020-08-19,east
1743,1602.0,2020-08-19,west
1744,1686.0,2020-08-20,north
1745,1506.0,2020-08-20,south
1746,1515.0,2020-08-20,east
1747,1779.0,2020-08-20,west
1748,1557.0,2020-08-21,north
1749,1551.0,2020-08-21,south
1750,1521.0,2020-08-21,east
1751,1710.0,2020-08-21,west
1752,1563.0,2020-08-22,north
1753,1683.0,2020-08-22,south
1754,1791.0,2020-08-22,east
1755,1773.0,2020-08-22,west
1756,1716.0,2020-08-23,north
1757,1731.0,2020-08-23,south
1758,1593.0,2020-08-23,east
1759,1788.0,2020-08-23,west
1760,1785.0,2020-08-24,north
1761,1647.0,2020-08-24,south
1762,1755.0,2020-08-24,east
1763,1665.0,2020-08-24,west
1764,1545.0,2020-08-25,north
1765,1755.0,2020-08-25,south
1766,1605.0,2020-08-25,east
1767,1548.0,2020-08-25,west
1768,1533.0,2020-08-26,north
1769,1752.0,2020-08-26,south
1770,1758.0,2020-08-26,east
1771,1767.0,2020-08-26,west
1772,1761.0,2020-08-27,north
1773,1671.0,2020-08-27,south
1774,1551.0,2020-08-27,east
1775,1686.0,2020-08-27,west
1776,1788.0,2020-08-28,north
1777,1551.0,2020-08-28,south
1778,1554.0,2020-08-28,east
1779,1623.0,2020-08-28,west
1780,1698.0,2020-08-29,north
1781,1659.0,2020-08-29,south
1782,1593.0,2020-08-29,east
1783,1674.0,2020-08-29,west
1784,1800.0,2020-08-30,north
1785,1554.0,2020-08-30,south
1786,1713.0,2020-08-30,east
1787,1611.0,2020-08-30,west
1788,1797.0,2020-08-31,north
1789,1581.0,2020-08-31,south
1790,1623.0,2020-08-31,east
1791,1515.0,2020-08-31,west
1792,1797.0,2020-09-01,north
1793,1704.0,2020-09-01,south
1794,1539.0,2020-09-01,east
1795,1617.0,2020-09-01,west
1796,1737.0,2020-09-02,north
1797,1635.0,2020-09-02,south
1798,1671.0,2020-09-02,east
1799,1632.0,2020-09-02,west
1800,1575.0,2020-09-03,north
1801,1713.0,2020-09-03,south
1802,1581.0,2020-09-03,east
1803,1719.0,2020-09-03,west
1804,1533.0,2020-09-04,north
1805,1539.0,2020-09-04,south
1806,1569.0,2020-09-04,east
1807,1743.0,2020-09-04,west
1808,1620.0,2020-09-05,north
1809,1743.0,2020-09-05,south
1810,1563.0,2020-09-05,east
1811,1764.0,2020-09-05,west
1812,1638.0,2020-09-06,north
1813,1734.0,2020-09-06,south
1814,1794.0,2020-09-06,east
1815,1782.0,2020-09-06,west
1816,1509.0,2020-09-07,north
1817,1749.0,2020-09-07,south
1818,1608.0,2020-09-07,east
1819,1794.0,2020-09-07,west
1820,1710.0,2020-09-08,north
1821,1536.0,2020-09-08,south
1822,1539.0,2020-09-08,east
1823,1512.0,2020-09-08,west
1824,1578.0,2020-09-09,north
1825,1575.0,2020-09-09,south
1826,1551.0,2020-09-09,east
1827,1650.0,2020-09-09,west
1828,1662.0,2020-09-10,north
1829,1767.0,2020-09-10,south
1830,1596.0,2020-09-10,east
1831,1710.0,2020-09-10,west
1832,1764.0,2020-09-11,north
1833,1722.0,2020-09-11,south
1834,1611.0,2020-09-11,east
1835,1656.0,2020-09-11,west
1836,1602.0,2020-09-12,north
1837,1686.0,2020-09-12,south
1838,1599.0,2020-09-12,east
1839,1800.0,2020-09-12,west
1840,1503.0,2020-09-13,north
1841,1554.0,2020-09-13,south
1842,1554.0,2020-09-13,east
1843,1575.0,2020-09-13,west
1844,1647.0,2020-09-14,north
1845,1776.0,2020-09-14,south
1846,1788.0,2020-09-14,east
1847,1791.0,2020-09-14,west
1848,1542.0,2020-09-15,north
1849,1782.0,2020-09-15,south
1850,1620.0,2020-09-15,east
1851,1641.0,2020-09-15,west
1852,1590.0,2020-09-16,north
1853,1734.0,2020-09-16,south
1854,1710.0,2020-09-16,east
1855,1641.0,2020-09-16,west
1856,1611.0,2020-09-17,north
1857,1581.0,2020-09-17,south
1858,1596.0,2020-09-17,east
1859,1539.0,2020-09-17,west
1860,1764.0,2020-09-18,north
1861,1584.0,2020-09-18,south
1862,1701.0,2020-09-18,east
1863,1518.0,2020-09-18,west
1864,1692.0,2020-09-19,north
1865,1743.0,2020-09-19,south
1866,1737.0,2020-09-19,east
1867,1590.0,2020-09-19,west
1868,1623.0,2020-09-20,north
1869,1521.0,2020-09-20,south
1870,1590.0,2020-09-20,east
1871,1677.0,2020-09-20,west
1872,1776.0,2020-09-21,north
1873,1629.0,2020-09-21,south
1874,1776.0,2020-09-21,east
1875,1728.0,2020-09-21,west
1876,1776.0,2020-09-22,north
1877,1629.0,2020-09-22,south
1878,1539.0,2020-09-22,east
1879,1563.0,2020-09-22,west
1880,1506.0,2020-09-23,north
1881,1698.0,2020-09-23,south
1882,1734.0,2020-09-23,east
1883,1557.0,2020-09-23,west
1884,1527.0,2020-09-24,north
1885,1761.0,2020-09-24,south
1886,1560.0,2020-09-24,east
1887,1650.0,2020-09-24,west
1888,1533.0,2020-09-25,north
1889,1602.0,2020-09-25,south
1890,1743.0,2020-09-25,east
1891,1617.0,2020-09-25,west
1892,1536.0,2020-09-26,north
1893,1773.0,2020-09-26,south
1894,1521.0,2020-09-26,east
1895,1542.0,2020-09-26,west
1896,1737.0,2020-09-27,north
1897,1509.0,2020-09-27,south
1898,1626.0,2020-09-27,east
1899,1584.0,2020-09-27,west
1900,1671.0,2020-09-28,north
1901,1680.0,2020-09-28,south
1902,1599.0,2020-09-28,east
1903,1776.0,2020-09-28,west
1904,1674.0,2020-09-29,north
1905,1728.0,2020-09-29,south
1906,1551.0,2020-09-29,east
1907,1641.0,2020-09-29,west
1908,1614.0,2020-09-30,north
1909,1773.0,2020-09-30,south
1910,1509.0,2020-09-30,east
1911,1740.0,2020-09-30,west
1912,1614.0,2020-10-01,north
1913,1599.0,2020-10-01,south
1914,1785.0,2020-10-01,east
1915,1506.0,2020-10-01,west
1916,1689.0,2020-10-02,north
1917,1659.0,2020-10-02,south
1918,1785.0,2020-10-02,east
1919,1701.0,2020-10-02,west
1920,1515.0,2020-10-03,north
1921,1545.0,2020-10-03,south
1922,1599.0,2020-10-03,east
1923,1512.0,2020-10-03,west
1924,1524.0,2020-10-04,north
1925,1779.0,2020-10-04,south
1926,1500.0,2020-10-04,east
1927,1755.0,2020-10-04,west
1928,1773.0,2020-10-05,north
1929,1743.0,2020-10-05,south
1930,1662.0,2020-10-05,east
1931,1596.0,2020-10-05,west
1932,1788.0,2020-10-06,north
1933,1503.0,2020-10-06,south
1934,1779.0,2020-10-06,east
1935,1563.0,2020-10-06,west
1936,1554.0,2020-10-07,north
1937,1734.0,2020-10-07,south
1938,1629.0,2020-10-07,east
1939,1608.0,2020-10-07,west
1940,1794.0,2020-10-08,north
1941,1674.0,2020-10-08,south
1942,1662.0,2020-10-08,east
1943,1788.0,2020-10-08,west
1944,1536.0,2020-10-09,north
1945,1521.0,2020-10-09,south
1946,1656.0,2020-10-09,east
1947,1551.0,2020-10-09,west
1948,1593.0,2020-10-10,north
1949,1590.0,2020-10-10,south
1950,1671.0,2020-10-10,east
1951,1707.0,2020-10-10,west
1952,1569.0,2020-10-11,north
1953,1773.0,2020-10-11,south
1954,1674.0,2020-10-11,east
1955,1536.0,2020-10-11,west
1956,1677.0,2020-10-12,north
1957,1605.0,2020-10-12,south
1958,1653.0,2020-10-12,east
1959,1749.0,2020-10-12,west
